zone_id,hour,day_of_week,weather,special_event,passenger_demand
Z1,20,Wed,Cloudy,0,66
Z1,6,Mon,Cloudy,0,49
Z1,1,Fri,Clear,0,41
Z1,10,Thu,Rainy,0,83
Z2,12,Fri,Clear,0,56
Z4,22,Sat,Clear,0,59
Z5,4,Mon,Clear,0,43
Z1,5,Sun,Clear,0,74
Z2,23,Wed,Clear,1,146
Z2,13,Sat,Clear,0,93
Z2,11,Sun,Clear,0,85
Z4,3,Wed,Cloudy,0,50
Z5,22,Sat,Clear,0,77
Z4,5,Thu,Clear,0,62
Z3,9,Fri,Clear,0,161
Z2,17,Tue,Clear,0,90
Z3,14,Fri,Cloudy,0,123
Z1,7,Mon,Clear,0,81
Z1,8,Sun,Cloudy,1,173
Z4,4,Tue,Cloudy,0,58
Z5,9,Wed,Clear,1,186
Z3,19,Thu,Clear,1,229
Z5,5,Thu,Clear,0,75
Z4,15,Wed,Clear,0,-6
Z1,23,Mon,Cloudy,0,70
Z5,2,Wed,Clear,1,153
Z5,9,Sat,Clear,0,94
Z1,10,Sun,Clear,0,64
Z3,10,Sun,Clear,0,100
Z1,16,Mon,Clear,0,29
Z5,3,Tue,Clear,0,76
Z3,3,Wed,Clear,0,110
Z3,16,Mon,Clear,0,109
Z1,8,Sun,Cloudy,0,101
Z5,18,Tue,Rainy,0,124
Z4,4,Wed,Clear,0,45
Z5,21,Thu,Clear,0,51
Z2,23,Wed,Rainy,0,101
Z4,5,Fri,Clear,0,13
Z3,2,Wed,Clear,1,201
Z4,21,Fri,Clear,0,25
Z3,0,Tue,Cloudy,0,119
Z3,19,Wed,Clear,0,145
Z4,21,Tue,Rainy,0,51
Z3,15,Tue,Cloudy,0,105
Z3,22,Sun,Cloudy,0,145
Z2,10,Mon,Cloudy,0,88
Z5,12,Tue,Clear,0,40
Z5,9,Tue,Clear,0,81
Z2,2,Sun,Rainy,0,115
Z4,8,Sun,Rainy,0,96
Z1,11,Wed,Clear,0,37
Z1,22,Sun,Rainy,0,109
Z1,13,Wed,Clear,0,25
Z2,0,Thu,Clear,0,35
Z2,17,Sun,Clear,0,121
Z3,16,Mon,Clear,0,105
Z1,8,Tue,Clear,0,63
Z4,8,Mon,Clear,0,64
Z4,22,Fri,Clear,0,15
Z1,9,Sun,Clear,0,72
Z1,18,Tue,Clear,0,70
Z1,14,Mon,Rainy,0,55
Z2,4,Sun,Clear,0,122
Z2,14,Sun,Clear,0,113
Z2,19,Thu,Clear,0,85
Z5,22,Thu,Clear,0,31
Z4,1,Tue,Cloudy,1,119
Z4,12,Fri,Clear,0,59
Z3,23,Thu,Cloudy,0,130
Z2,15,Thu,Clear,0,70
Z5,14,Fri,Clear,0,53
Z5,9,Mon,Clear,0,106
Z4,13,Thu,Clear,1,113
Z2,9,Wed,Clear,0,126
Z3,13,Sat,Clear,0,105
Z2,22,Sat,Clear,0,96
Z1,8,Thu,Clear,0,62
Z2,13,Mon,Rainy,0,101
Z1,2,Sun,Clear,0,64
Z1,19,Mon,Clear,0,88
Z3,15,Tue,Clear,0,125
Z4,1,Wed,Clear,0,51
Z2,9,Mon,Clear,1,209
Z1,2,Fri,Rainy,0,65
Z2,10,Wed,Rainy,0,87
Z4,10,Sat,Clear,0,32
Z4,20,Wed,Clear,0,37
Z5,20,Fri,Clear,1,153
Z4,21,Thu,Cloudy,0,20
Z3,12,Fri,Clear,0,127
Z1,6,Fri,Clear,0,38
Z5,22,Thu,Clear,0,41
Z3,16,Thu,Cloudy,0,107
Z2,1,Thu,Clear,0,56
Z1,11,Thu,Clear,0,26
Z4,9,Thu,Cloudy,0,79
Z1,17,Fri,Clear,0,93
Z2,21,Tue,Rainy,0,120
Z5,10,Tue,Clear,0,50
Z5,15,Mon,Cloudy,0,75
Z5,16,Tue,Cloudy,0,60
Z4,18,Sat,Clear,0,90
Z3,17,Tue,Cloudy,0,138
Z3,2,Fri,Clear,0,93
Z1,20,Thu,Rainy,1,157
Z4,15,Thu,Clear,0,8
Z5,5,Sun,Cloudy,0,99
Z5,11,Sun,Clear,0,70
Z2,10,Sun,Rainy,1,166
Z2,14,Fri,Clear,0,32
Z5,14,Sat,Rainy,0,127
Z5,15,Tue,Rainy,0,56
Z4,9,Fri,Clear,0,59
Z3,11,Mon,Cloudy,0,125
Z2,12,Thu,Rainy,0,75
Z3,3,Sun,Clear,0,122
Z4,6,Wed,Clear,0,37
Z5,21,Mon,Clear,0,64
Z3,1,Sun,Clear,0,123
Z5,14,Sat,Clear,0,84
Z5,7,Mon,Clear,0,88
Z1,6,Fri,Clear,0,25
Z3,14,Tue,Clear,1,208
Z3,22,Thu,Clear,0,113
Z5,13,Sat,Rainy,0,77
Z4,7,Sat,Cloudy,0,98
Z1,11,Wed,Clear,0,31
Z5,12,Mon,Cloudy,0,66
Z2,10,Wed,Cloudy,0,80
Z2,16,Tue,Rainy,0,83
Z1,16,Sun,Clear,0,87
Z4,23,Tue,Clear,0,8
Z5,3,Sun,Rainy,0,106
Z3,20,Wed,Rainy,0,141
Z1,7,Thu,Cloudy,0,81
Z4,4,Tue,Cloudy,0,37
Z3,15,Wed,Clear,0,104
Z2,3,Mon,Clear,0,58
Z2,21,Wed,Clear,0,58
Z3,14,Wed,Clear,0,127
Z1,11,Fri,Cloudy,1,123
Z2,4,Tue,Clear,0,102
Z5,22,Thu,Clear,0,70
Z3,15,Thu,Rainy,0,95
Z3,13,Fri,Clear,0,123
Z2,9,Sun,Rainy,0,144
Z1,6,Sat,Rainy,0,64
Z5,12,Sun,Clear,0,100
Z1,19,Thu,Clear,0,73
Z4,4,Wed,Clear,1,102
Z4,2,Fri,Clear,0,36
Z2,14,Mon,Clear,0,87
Z2,3,Tue,Clear,0,72
Z2,14,Tue,Rainy,0,96
Z4,13,Tue,Clear,0,20
Z1,19,Wed,Cloudy,0,107
Z1,18,Mon,Clear,0,82
Z2,12,Fri,Clear,0,67
Z5,9,Fri,Rainy,0,110
Z1,20,Tue,Clear,0,55
Z4,4,Mon,Clear,0,26
Z3,22,Mon,Cloudy,0,135
Z3,19,Mon,Cloudy,0,153
Z3,19,Thu,Cloudy,0,171
Z5,5,Thu,Clear,0,63
Z2,3,Tue,Clear,0,56
Z4,1,Mon,Rainy,0,54
Z5,21,Sat,Rainy,0,72
Z4,15,Mon,Clear,0,19
Z4,17,Fri,Cloudy,0,56
Z2,4,Fri,Clear,0,100
Z3,21,Tue,Clear,0,87
Z2,3,Sat,Clear,0,129
Z5,12,Mon,Clear,0,68
Z5,18,Sun,Clear,0,112
Z5,22,Sat,Clear,0,92
Z2,1,Tue,Clear,0,60
Z4,12,Fri,Cloudy,0,19
Z4,10,Sun,Cloudy,0,61
Z1,21,Fri,Cloudy,0,61
Z5,3,Thu,Rainy,1,184
Z4,21,Tue,Clear,0,37
Z1,19,Tue,Clear,1,152
Z4,19,Mon,Cloudy,0,101
Z5,14,Mon,Clear,0,77
Z3,3,Thu,Clear,0,114
Z5,8,Sun,Clear,1,208
Z2,6,Wed,Rainy,0,128
Z4,18,Sat,Clear,0,82
Z4,18,Wed,Rainy,0,82
Z2,5,Wed,Clear,0,61
Z2,5,Tue,Cloudy,0,60
Z3,19,Sat,Cloudy,0,189
Z4,14,Tue,Cloudy,0,16
Z4,14,Sat,Clear,0,69
Z3,19,Fri,Clear,0,140
Z1,8,Tue,Cloudy,0,100
Z3,3,Tue,Clear,1,152
Z5,17,Tue,Clear,0,94
Z4,17,Sun,Clear,1,151
Z2,4,Thu,Rainy,0,115
Z5,19,Tue,Clear,0,125
Z4,22,Mon,Cloudy,0,5
Z3,10,Mon,Clear,0,123
Z5,4,Sat,Clear,0,96
Z4,21,Fri,Cloudy,0,45
Z1,3,Thu,Clear,0,49
Z1,11,Sun,Clear,0,68
Z2,1,Sat,Cloudy,0,113
Z4,12,Mon,Cloudy,0,24
Z1,9,Thu,Clear,0,88
Z3,8,Thu,Rainy,0,168
Z4,9,Fri,Cloudy,0,72
Z3,6,Thu,Rainy,0,143
Z3,3,Tue,Clear,0,91
Z1,18,Thu,Clear,0,57
Z4,9,Fri,Rainy,0,83
Z5,2,Sat,Rainy,0,128
Z1,20,Fri,Clear,0,22
Z1,18,Sun,Clear,0,103
Z4,20,Fri,Clear,0,19
Z4,1,Mon,Clear,0,17
Z3,19,Tue,Clear,0,158
Z4,9,Mon,Clear,0,71
Z3,1,Sat,Rainy,0,143
Z1,1,Wed,Clear,0,61
Z2,23,Sat,Cloudy,0,106
Z5,16,Tue,Clear,1,136
Z1,15,Thu,Clear,0,45
Z4,15,Fri,Clear,0,61
Z5,13,Wed,Clear,0,71
Z2,6,Tue,Cloudy,0,70
Z2,20,Mon,Rainy,0,95
Z3,10,Fri,Clear,0,112
Z5,23,Sat,Clear,0,90
Z3,0,Mon,Clear,0,114
Z1,10,Tue,Rainy,0,93
Z5,22,Tue,Cloudy,0,67
Z1,20,Sat,Clear,0,34
Z3,3,Wed,Cloudy,0,123
Z5,6,Sat,Cloudy,0,83
Z3,14,Thu,Clear,0,87
Z5,17,Mon,Clear,0,89
Z3,11,Wed,Rainy,0,130
Z2,16,Fri,Cloudy,0,97
Z3,0,Sun,Clear,0,108
Z2,10,Thu,Clear,0,75
Z3,0,Wed,Clear,0,143
Z5,14,Sun,Clear,0,77
Z5,20,Sun,Cloudy,0,87
Z5,9,Mon,Clear,0,101
Z4,6,Tue,Cloudy,0,48
Z1,1,Fri,Rainy,1,166
Z5,9,Sat,Clear,0,107
Z2,23,Mon,Clear,0,81
Z5,3,Thu,Clear,0,71
Z4,11,Sun,Cloudy,0,55
Z2,18,Thu,Clear,0,108
Z4,10,Sun,Cloudy,0,60
Z2,7,Tue,Rainy,0,106
Z3,17,Tue,Clear,1,224
Z1,10,Fri,Rainy,0,87
Z1,10,Sat,Rainy,0,101
Z4,12,Fri,Clear,1,101
Z1,2,Tue,Clear,0,40
Z4,11,Tue,Rainy,0,70
Z4,2,Thu,Rainy,0,62
Z4,9,Tue,Clear,0,72
Z1,16,Wed,Clear,1,128
Z4,21,Sun,Clear,0,53
Z1,1,Mon,Rainy,0,63
Z4,16,Tue,Clear,0,12
Z5,15,Fri,Clear,0,70
Z4,1,Sat,Cloudy,0,57
Z2,21,Sun,Clear,0,65
Z4,19,Sun,Cloudy,0,92
Z3,5,Sat,Clear,0,143
Z4,9,Sat,Rainy,0,76
Z2,9,Sun,Clear,0,105
Z2,7,Wed,Cloudy,0,112
Z1,0,Fri,Cloudy,1,151
Z5,12,Wed,Clear,1,155
Z4,23,Tue,Clear,0,53
Z1,8,Mon,Clear,0,73
Z5,21,Sat,Clear,0,77
Z4,9,Fri,Cloudy,0,83
Z3,14,Sat,Cloudy,0,127
Z4,4,Wed,Clear,0,15
Z2,21,Thu,Cloudy,0,63
Z2,15,Tue,Cloudy,0,96
Z3,12,Mon,Cloudy,1,187
Z1,21,Tue,Clear,0,55
Z5,19,Thu,Clear,0,102
Z4,17,Mon,Clear,0,87
Z2,10,Thu,Clear,0,53
Z1,8,Tue,Clear,0,61
Z3,15,Wed,Clear,0,117
Z2,1,Sun,Clear,0,84
Z3,1,Tue,Cloudy,0,83
Z4,11,Tue,Clear,0,9
Z5,7,Tue,Clear,0,73
Z2,8,Fri,Clear,0,84
Z2,11,Thu,Clear,0,80
Z4,8,Thu,Clear,0,65
Z1,9,Sat,Clear,0,92
Z5,1,Thu,Clear,0,90
Z2,15,Sat,Clear,1,188
Z5,19,Fri,Clear,1,192
Z2,6,Wed,Clear,0,48
Z5,1,Sat,Rainy,0,106
Z3,0,Tue,Clear,0,114
Z2,18,Wed,Clear,1,184
Z5,3,Sun,Clear,0,106
Z1,23,Fri,Clear,0,41
Z3,21,Thu,Clear,0,92
Z3,1,Sat,Clear,0,115
Z1,13,Tue,Cloudy,0,84
Z5,1,Mon,Clear,0,54
Z4,14,Sun,Clear,0,19
Z1,11,Mon,Cloudy,0,41
Z5,4,Wed,Rainy,0,58
Z1,19,Thu,Clear,0,94
Z1,6,Mon,Clear,0,11
Z2,23,Wed,Clear,1,129
Z5,20,Fri,Clear,0,60
Z4,9,Wed,Clear,0,77
Z2,13,Sun,Clear,0,89
Z1,13,Wed,Cloudy,0,31
Z1,4,Sun,Clear,0,63
Z1,17,Wed,Clear,0,73
Z5,23,Tue,Clear,0,77
Z5,13,Wed,Cloudy,0,83
Z2,1,Sat,Clear,0,82
Z4,11,Wed,Cloudy,0,52
Z2,21,Tue,Clear,1,154
Z3,23,Tue,Clear,0,131
Z1,5,Fri,Clear,0,51
Z1,3,Sun,Clear,0,68
Z1,12,Thu,Clear,0,60
Z2,3,Mon,Clear,0,70
Z2,21,Mon,Clear,0,58
Z1,13,Wed,Cloudy,0,53
Z2,15,Fri,Clear,0,65
Z5,3,Wed,Clear,1,149
Z5,23,Mon,Clear,0,61
Z2,0,Sun,Cloudy,0,106
Z1,12,Sun,Rainy,0,67
Z2,3,Sun,Clear,1,178
Z2,19,Tue,Clear,1,171
Z2,17,Thu,Clear,0,124
Z3,5,Fri,Rainy,0,149
Z5,2,Tue,Cloudy,0,75
Z4,22,Thu,Clear,0,35
Z4,12,Fri,Clear,0,27
Z3,15,Fri,Clear,0,101
Z2,4,Mon,Clear,0,70
Z3,3,Tue,Cloudy,1,230
Z3,20,Fri,Clear,1,193
Z1,7,Sat,Clear,0,70
Z5,18,Sun,Cloudy,0,104
Z4,13,Fri,Cloudy,0,18
Z2,6,Thu,Clear,0,64
Z4,13,Mon,Cloudy,0,59
Z4,5,Wed,Clear,0,15
Z5,11,Sun,Rainy,0,126
Z4,15,Mon,Cloudy,0,43
Z4,16,Wed,Clear,0,37
Z3,12,Tue,Cloudy,0,127
Z5,22,Tue,Rainy,0,94
Z1,13,Fri,Clear,0,34
Z2,6,Sat,Clear,0,55
Z4,13,Tue,Cloudy,0,31
Z2,14,Fri,Clear,0,57
Z1,11,Sun,Clear,0,65
Z2,16,Mon,Rainy,0,98
Z1,8,Tue,Cloudy,0,76
Z3,21,Mon,Clear,0,136
Z4,14,Mon,Clear,0,20
Z1,11,Sat,Clear,0,27
Z2,1,Tue,Clear,0,72
Z4,4,Mon,Clear,0,48
Z3,12,Sat,Cloudy,0,144
Z4,19,Sat,Clear,0,85
Z1,22,Tue,Clear,0,44
Z3,7,Sat,Clear,0,188
Z2,13,Tue,Rainy,0,82
Z3,14,Tue,Clear,0,110
Z3,10,Wed,Clear,0,120
Z5,0,Mon,Clear,0,64
Z3,20,Thu,Clear,0,106
Z3,2,Tue,Clear,0,104
Z4,16,Mon,Clear,0,26
Z2,18,Sun,Clear,0,138
Z4,13,Sat,Clear,1,137
Z4,21,Fri,Clear,0,61
Z1,22,Tue,Clear,0,17
Z4,7,Sat,Clear,0,106
Z5,12,Sat,Clear,0,77
Z5,19,Sat,Clear,0,119
Z1,2,Sat,Clear,0,73
Z2,4,Sat,Cloudy,0,113
Z2,8,Tue,Clear,0,117
Z4,5,Sun,Clear,0,71
Z4,21,Thu,Clear,0,29
Z4,1,Wed,Rainy,0,76
Z2,12,Sat,Rainy,0,106
Z3,4,Sat,Clear,0,125
Z5,7,Wed,Clear,0,87
Z3,22,Sun,Clear,1,202
Z3,0,Sun,Clear,0,131
Z2,19,Tue,Clear,0,123
Z3,11,Mon,Cloudy,0,130
Z1,22,Fri,Clear,0,31
Z4,10,Fri,Rainy,0,45
Z1,6,Mon,Clear,0,27
Z5,14,Tue,Cloudy,0,71
Z4,21,Fri,Cloudy,0,16
Z3,23,Sun,Clear,0,117
Z5,10,Wed,Clear,0,53
Z4,21,Mon,Clear,0,46
Z3,15,Sun,Clear,0,128
Z1,2,Thu,Clear,0,55
Z4,19,Tue,Clear,0,73
Z3,13,Mon,Clear,0,103
Z1,2,Fri,Rainy,1,139
Z5,0,Tue,Clear,0,43
Z5,20,Wed,Rainy,0,121
Z5,14,Tue,Clear,0,77
Z5,0,Tue,Cloudy,0,79
Z2,16,Wed,Clear,0,50
Z4,1,Sat,Clear,0,43
Z4,19,Wed,Rainy,0,80
Z2,5,Sun,Clear,0,92
Z3,7,Tue,Cloudy,0,136
Z3,15,Wed,Clear,0,100
Z5,18,Sat,Clear,0,106
Z1,0,Sun,Clear,0,56
Z3,2,Mon,Cloudy,0,121
Z1,2,Wed,Clear,0,37
Z4,4,Wed,Cloudy,0,63
Z1,11,Tue,Rainy,0,77
Z4,11,Sun,Clear,0,38
Z2,19,Mon,Clear,1,195
Z2,12,Thu,Cloudy,0,69
Z5,19,Thu,Clear,0,94
Z3,8,Fri,Clear,0,147
Z5,6,Wed,Clear,0,70
Z4,3,Wed,Clear,0,21
Z5,18,Mon,Clear,0,83
Z1,21,Sat,Clear,0,61
Z4,18,Thu,Cloudy,0,87
Z2,5,Fri,Clear,0,60
Z3,12,Mon,Clear,0,122
Z4,10,Wed,Rainy,1,145
Z4,12,Thu,Cloudy,1,110
Z1,12,Sun,Cloudy,0,87
Z3,21,Fri,Clear,0,127
Z2,19,Tue,Cloudy,0,151
Z4,14,Thu,Clear,0,56
Z4,20,Fri,Clear,0,16
Z1,12,Mon,Clear,1,134
Z5,21,Tue,Clear,1,153
Z2,10,Fri,Cloudy,0,75
Z3,18,Fri,Clear,0,157
Z4,7,Wed,Cloudy,0,42
Z4,19,Sat,Cloudy,0,71
Z2,7,Thu,Clear,0,74
Z5,9,Wed,Clear,0,96
Z4,15,Sun,Clear,0,57
Z2,18,Tue,Clear,0,106
Z1,22,Sat,Clear,1,166
Z5,10,Fri,Rainy,0,100
Z3,12,Wed,Clear,0,86
Z4,8,Sat,Clear,0,77
Z2,19,Sun,Rainy,0,141
Z1,23,Thu,Clear,0,46
Z3,18,Sun,Cloudy,0,180
Z2,15,Tue,Clear,1,137
Z2,6,Mon,Clear,0,95
Z3,18,Wed,Clear,0,151
Z1,11,Tue,Clear,0,34
Z1,14,Mon,Clear,0,36
Z5,22,Wed,Cloudy,0,94
Z4,13,Tue,Clear,1,124
Z3,10,Sun,Rainy,0,153
Z3,9,Tue,Clear,0,125
Z3,10,Sat,Clear,0,117
Z1,5,Sun,Clear,0,53
Z4,1,Wed,Rainy,0,63
Z5,10,Tue,Clear,0,71
Z2,18,Fri,Clear,0,99
Z2,5,Wed,Rainy,0,107
Z3,13,Tue,Clear,0,96
Z4,19,Sat,Rainy,0,106
Z1,5,Mon,Clear,1,98
Z4,16,Mon,Cloudy,0,18
Z4,9,Fri,Rainy,1,151
Z1,0,Wed,Cloudy,0,50
Z3,2,Sat,Clear,0,115
Z4,7,Tue,Clear,1,162
Z2,7,Tue,Rainy,0,111
Z1,19,Mon,Clear,0,83
Z5,21,Sat,Clear,0,100
Z3,14,Sun,Cloudy,0,141
Z1,23,Fri,Clear,0,35
Z5,6,Mon,Clear,0,62
Z5,10,Mon,Clear,0,52
Z4,6,Fri,Clear,0,15
Z4,3,Wed,Clear,0,39
Z4,11,Tue,Cloudy,0,31
Z1,5,Wed,Clear,1,134
Z1,13,Sat,Cloudy,0,82
Z3,11,Sun,Rainy,0,157
Z4,10,Thu,Cloudy,1,135
Z5,18,Thu,Clear,0,92
Z2,20,Thu,Cloudy,0,92
Z3,4,Fri,Clear,0,122
Z1,13,Mon,Clear,0,35
Z3,20,Sun,Cloudy,0,134
Z3,23,Wed,Clear,0,115
Z3,15,Tue,Rainy,1,245
Z3,12,Thu,Clear,0,107
Z2,21,Wed,Cloudy,0,73
Z4,21,Thu,Clear,0,48
Z5,19,Sun,Rainy,0,146
Z3,21,Thu,Clear,1,203
Z3,3,Tue,Clear,0,132
Z3,10,Sat,Clear,0,101
Z4,16,Sat,Clear,0,49
Z1,6,Sun,Clear,0,57
Z1,13,Sat,Clear,0,46
Z2,10,Fri,Clear,0,41
Z1,21,Mon,Clear,0,16
Z3,8,Fri,Clear,0,142
Z3,22,Wed,Cloudy,0,112
Z3,12,Fri,Cloudy,0,108
Z2,22,Wed,Cloudy,0,81
Z3,17,Wed,Cloudy,0,150
Z1,10,Mon,Clear,0,59
Z4,14,Tue,Clear,0,21
Z4,21,Sun,Clear,0,73
Z5,18,Mon,Cloudy,0,110
Z1,0,Sun,Rainy,0,75
Z3,3,Sat,Clear,0,119
Z4,13,Sat,Clear,0,73
Z1,13,Fri,Clear,0,50
Z4,2,Wed,Clear,0,19
Z3,16,Thu,Clear,0,112
Z4,2,Thu,Clear,0,-5
Z5,15,Sun,Rainy,0,85
Z5,13,Wed,Clear,0,49
Z4,19,Sun,Rainy,1,183
Z1,12,Mon,Cloudy,0,68
Z1,14,Tue,Cloudy,0,21
Z1,13,Mon,Cloudy,0,29
Z4,23,Wed,Cloudy,0,47
Z1,18,Wed,Cloudy,0,93
Z3,5,Tue,Cloudy,0,115
Z5,9,Sun,Clear,0,141
Z3,14,Fri,Rainy,0,144
Z1,20,Fri,Cloudy,1,148
Z3,21,Tue,Cloudy,0,119
Z1,19,Fri,Rainy,0,97
Z4,5,Thu,Clear,1,102
Z3,22,Fri,Clear,1,204
Z4,9,Fri,Clear,1,152
Z4,6,Fri,Clear,0,27
Z2,21,Thu,Cloudy,1,167
Z1,16,Sun,Clear,0,74
Z5,17,Fri,Clear,0,92
Z1,16,Sat,Clear,0,55
Z5,8,Thu,Clear,0,97
Z1,9,Tue,Cloudy,0,53
Z4,9,Mon,Cloudy,1,157
Z3,6,Tue,Clear,0,93
Z3,15,Mon,Clear,0,124
Z2,17,Tue,Clear,0,142
Z5,5,Sat,Clear,0,70
Z5,19,Mon,Clear,0,80
Z5,0,Mon,Rainy,0,82
Z4,0,Wed,Clear,0,26
Z5,11,Mon,Clear,0,70
Z3,20,Mon,Clear,0,114
Z4,1,Wed,Cloudy,0,36
Z1,3,Fri,Cloudy,0,51
Z5,16,Fri,Cloudy,0,53
Z5,3,Wed,Clear,0,72
Z1,10,Thu,Rainy,0,89
Z5,21,Mon,Clear,0,42
Z1,3,Mon,Clear,0,16
Z4,0,Wed,Clear,0,24
Z3,6,Wed,Clear,0,92
Z1,17,Thu,Rainy,0,86
Z2,8,Sat,Rainy,0,124
Z1,2,Fri,Clear,1,117
Z5,7,Tue,Rainy,0,109
Z4,23,Sat,Cloudy,0,66
Z4,18,Sun,Rainy,0,107
Z1,3,Fri,Clear,0,22
Z3,17,Mon,Clear,0,150
Z2,19,Sun,Clear,1,194
Z4,10,Sat,Cloudy,0,68
Z5,13,Wed,Clear,0,35
Z5,17,Thu,Clear,0,68
Z3,15,Fri,Clear,0,86
Z4,2,Thu,Clear,0,24
Z1,14,Sun,Cloudy,0,66
Z5,3,Fri,Rainy,1,167
Z3,4,Sat,Cloudy,0,132
Z4,16,Mon,Rainy,1,122
Z4,6,Tue,Clear,1,131
Z4,15,Thu,Clear,0,48
Z4,13,Thu,Clear,0,45
Z4,15,Tue,Clear,0,35
Z5,6,Thu,Clear,0,66
Z3,8,Thu,Cloudy,0,138
Z4,3,Fri,Clear,0,32
Z2,21,Fri,Cloudy,0,66
Z2,10,Tue,Clear,0,54
Z3,1,Sun,Clear,0,106
Z1,11,Mon,Clear,0,46
Z1,11,Sat,Clear,0,62
Z1,3,Sat,Clear,0,55
Z2,17,Sun,Clear,0,123
Z1,20,Thu,Clear,0,13
Z5,6,Mon,Clear,0,64
Z4,0,Tue,Clear,0,25
Z2,22,Sun,Cloudy,1,193
Z3,12,Tue,Cloudy,0,122
Z3,5,Fri,Clear,0,121
Z4,5,Thu,Cloudy,0,40
Z2,11,Wed,Cloudy,0,83
Z1,7,Tue,Cloudy,0,94
Z1,23,Sun,Clear,0,57
Z5,21,Thu,Clear,0,67
Z5,18,Mon,Cloudy,0,103
Z1,4,Sun,Clear,0,58
Z3,17,Fri,Rainy,0,199
Z3,4,Sat,Cloudy,0,150
Z5,9,Mon,Clear,1,162
Z4,0,Tue,Clear,0,36
Z1,9,Tue,Clear,0,51
Z5,4,Mon,Clear,1,137
Z5,11,Tue,Clear,0,46
Z1,21,Sun,Clear,1,147
Z1,6,Thu,Clear,0,37
Z3,8,Tue,Clear,0,144
Z4,21,Fri,Rainy,0,67
Z4,20,Thu,Clear,1,103
Z1,11,Sun,Rainy,0,79
Z2,22,Wed,Rainy,0,94
Z5,0,Tue,Clear,0,47
Z5,10,Tue,Cloudy,0,70
Z1,20,Fri,Clear,0,41
Z2,14,Sun,Cloudy,0,103
Z3,1,Fri,Clear,1,196
Z1,19,Sat,Clear,0,76
Z1,6,Sun,Clear,0,41
Z5,20,Mon,Clear,0,42
Z1,11,Mon,Clear,1,121
Z1,21,Mon,Clear,1,116
Z1,17,Fri,Clear,0,46
Z5,2,Mon,Clear,0,89
Z3,6,Sun,Clear,0,100
Z3,10,Mon,Clear,0,110
Z1,17,Wed,Clear,0,88
Z5,11,Mon,Clear,0,49
Z3,5,Tue,Cloudy,0,130
Z3,4,Sat,Clear,0,115
Z3,0,Fri,Cloudy,0,123
Z5,11,Thu,Clear,0,27
Z5,10,Sat,Rainy,0,123
Z1,3,Wed,Clear,0,40
Z4,17,Fri,Clear,1,126
Z3,3,Sun,Clear,0,139
Z4,16,Fri,Clear,0,54
Z5,1,Tue,Clear,0,46
Z5,23,Sun,Clear,0,77
Z5,21,Sat,Rainy,0,97
Z4,1,Sat,Clear,0,38
Z5,11,Mon,Clear,0,47
Z1,5,Sun,Cloudy,0,60
Z5,9,Tue,Clear,0,81
Z2,22,Mon,Cloudy,0,75
Z4,20,Mon,Clear,0,24
Z2,22,Fri,Cloudy,0,91
Z5,15,Sat,Clear,0,90
Z1,13,Mon,Cloudy,0,27
Z3,6,Wed,Cloudy,0,111
Z5,18,Wed,Clear,0,119
Z1,22,Sat,Clear,0,64
Z4,16,Wed,Clear,0,35
Z2,8,Fri,Rainy,0,129
Z2,12,Tue,Clear,0,66
Z2,21,Thu,Clear,0,69
Z4,4,Mon,Clear,0,24
Z1,22,Thu,Clear,0,53
Z4,4,Tue,Clear,1,104
Z2,9,Tue,Rainy,0,123
Z5,20,Fri,Clear,0,71
Z3,9,Wed,Cloudy,0,145
Z4,6,Wed,Clear,0,29
Z4,14,Tue,Clear,0,25
Z1,6,Fri,Clear,0,39
Z1,14,Fri,Clear,0,35
Z4,2,Sat,Rainy,0,67
Z2,18,Sun,Rainy,0,144
Z3,9,Mon,Clear,0,137
Z1,14,Sun,Clear,0,75
Z2,2,Wed,Clear,0,79
Z5,5,Tue,Rainy,1,141
Z1,11,Sat,Rainy,0,79
Z2,14,Thu,Cloudy,0,70
Z2,5,Wed,Clear,0,47
Z3,12,Mon,Clear,1,194
Z3,18,Fri,Clear,0,149
Z5,2,Tue,Clear,0,90
Z2,7,Wed,Clear,1,175
Z2,7,Thu,Clear,0,88
Z3,22,Mon,Clear,0,97
Z1,19,Mon,Rainy,0,98
Z1,14,Sat,Cloudy,0,79
Z4,3,Wed,Clear,0,41
Z3,18,Thu,Clear,1,274
Z4,20,Mon,Clear,0,12
Z3,2,Tue,Cloudy,0,121
Z5,12,Mon,Cloudy,0,60
Z2,7,Thu,Cloudy,0,115
Z5,22,Fri,Cloudy,0,91
Z3,15,Fri,Clear,0,123
Z2,12,Sat,Clear,0,72
Z1,2,Wed,Clear,0,50
Z1,15,Thu,Clear,0,8
Z4,8,Sat,Cloudy,0,54
Z3,13,Sun,Clear,0,126
Z3,12,Mon,Clear,0,119
Z1,20,Sun,Clear,0,65
Z5,6,Mon,Rainy,0,114
Z2,14,Fri,Clear,0,72
Z5,6,Sat,Cloudy,0,88
Z5,5,Fri,Clear,0,77
Z1,1,Tue,Clear,0,34
Z1,8,Sun,Clear,0,96
Z1,21,Sun,Cloudy,0,77
Z4,23,Fri,Clear,0,15
Z5,16,Tue,Rainy,0,91
Z3,4,Mon,Clear,0,143
Z2,11,Sat,Clear,0,107
Z4,0,Tue,Rainy,0,42
